batch_start,batch_end,mean_drift_score,ema_drift_score,adaptation_alpha,signature_weight,random_forest_weight,lstm_weight,transformer_weight,stacked_meta_weight,rolling_attack_rate,bias
1620480,1624576,1.0,1.0,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.46,-0.0391
1624576,1628672,1.0,1.0,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4601,-0.039
1628672,1632768,0.9999,1.0,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4603,-0.0388
1632768,1636864,1.0,1.0,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.46,-0.0391
1636864,1640960,1.0,1.0,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4603,-0.0388
1640960,1645056,1.0,1.0,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4602,-0.0389
1645056,1649152,1.0,1.0,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4605,-0.0386
1649152,1653248,1.0,1.0,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4606,-0.0385
1653248,1657344,1.0,1.0,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4608,-0.0383
1657344,1661440,1.0,1.0,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4608,-0.0383
1661440,1665536,1.0,1.0,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4611,-0.038
1665536,1669632,1.0,1.0,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4608,-0.0382
1669632,1673728,1.0,1.0,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4607,-0.0383
1673728,1677824,0.9999,1.0,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4605,-0.0386
1677824,1681920,1.0,1.0,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4609,-0.0382
1681920,1686016,0.9999,1.0,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4609,-0.0382
1686016,1690112,0.9999,1.0,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4617,-0.0373
1690112,1694208,0.9998,0.9999,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4631,-0.036
1694208,1698304,1.0,0.9999,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4657,-0.0334
1698304,1700000,1.0,1.0,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.467,-0.032
1700000,1704096,1.0,1.0,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.469,-0.0301
1704096,1708192,1.0,1.0,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.471,-0.0281
1708192,1712288,1.0,1.0,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4722,-0.0269
1712288,1716384,1.0,1.0,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4733,-0.0258
1716384,1720480,1.0,1.0,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4741,-0.025
1720480,1724576,1.0,1.0,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4752,-0.0239
1724576,1728672,1.0,1.0,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4753,-0.0237
1728672,1732768,1.0,1.0,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4753,-0.0237
1732768,1736864,1.0,1.0,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4755,-0.0236
1736864,1740960,1.0,1.0,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4761,-0.0229
1740960,1745056,1.0,1.0,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4765,-0.0226
1745056,1749152,1.0,1.0,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4768,-0.0222
1749152,1753248,1.0,1.0,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4774,-0.0217
1753248,1757344,1.0,1.0,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4778,-0.0213
1757344,1761440,1.0,1.0,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4778,-0.0213
1761440,1765536,1.0,1.0,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4777,-0.0214
1765536,1769632,1.0,1.0,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4776,-0.0215
1769632,1773728,1.0,1.0,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4774,-0.0217
1773728,1777824,1.0,1.0,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4771,-0.022
1777824,1781920,0.9999,1.0,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4762,-0.0228
1781920,1786016,1.0,1.0,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4763,-0.0228
1786016,1790112,1.0,1.0,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4759,-0.0232
1790112,1794208,1.0,1.0,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4754,-0.0237
1794208,1798304,1.0,1.0,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4749,-0.0242
1798304,1800000,1.0,1.0,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.475,-0.0241
1800000,1804096,1.0,1.0,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4755,-0.0235
1804096,1808192,1.0,1.0,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4754,-0.0237
1808192,1812288,0.9999,1.0,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4758,-0.0233
1812288,1816384,0.9999,1.0,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4759,-0.0231
1816384,1820480,0.9999,0.9999,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4768,-0.0223
1820480,1824576,1.0,1.0,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4771,-0.0219
1824576,1828672,0.9999,0.9999,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4768,-0.0222
1828672,1832768,1.0,1.0,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4768,-0.0222
1832768,1836864,1.0,1.0,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4761,-0.0229
1836864,1840960,1.0,1.0,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4761,-0.023
1840960,1845056,0.9999,1.0,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4755,-0.0235
1845056,1849152,0.9999,0.9999,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4757,-0.0234
1849152,1853248,1.0,1.0,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4753,-0.0238
1853248,1857344,0.9998,0.9999,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4752,-0.0239
1857344,1861440,1.0,0.9999,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4752,-0.0238
1861440,1865536,1.0,1.0,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4753,-0.0237
1865536,1869632,1.0,1.0,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4748,-0.0243
1869632,1873728,1.0,1.0,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4748,-0.0243
1873728,1877824,1.0,1.0,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4741,-0.0249
1877824,1881920,1.0,1.0,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4738,-0.0253
1881920,1886016,1.0,1.0,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.474,-0.0251
1886016,1890112,1.0,1.0,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4737,-0.0253
1890112,1894208,1.0,1.0,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4743,-0.0248
1894208,1898304,1.0,1.0,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4746,-0.0245
1898304,1900000,1.0,1.0,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4744,-0.0247
1900000,1904096,1.0,1.0,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4744,-0.0247
1904096,1908192,1.0,1.0,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4742,-0.0249
1908192,1912288,1.0,1.0,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4741,-0.025
1912288,1916384,1.0,1.0,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4743,-0.0247
1916384,1920480,1.0,1.0,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4738,-0.0253
1920480,1924576,1.0,1.0,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4732,-0.0258
1924576,1928672,1.0,1.0,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4728,-0.0263
1928672,1932768,0.9999,1.0,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4727,-0.0264
1932768,1936864,1.0,1.0,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4718,-0.0272
1936864,1940960,1.0,1.0,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4707,-0.0283
1940960,1945056,1.0,1.0,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4708,-0.0283
1945056,1949152,1.0,1.0,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4712,-0.0279
1949152,1953248,1.0,1.0,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4718,-0.0273
1953248,1957344,1.0,1.0,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.472,-0.027
1957344,1961440,0.9999,1.0,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4725,-0.0266
1961440,1965536,1.0,1.0,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4725,-0.0266
1965536,1969632,1.0,1.0,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4727,-0.0264
1969632,1973728,0.9993,0.9998,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.468,-0.0311
1973728,1977824,0.9996,0.9997,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.464,-0.0351
1977824,1981920,0.9995,0.9997,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4607,-0.0384
1981920,1986016,0.9996,0.9997,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4577,-0.0413
1986016,1990112,0.9994,0.9996,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4554,-0.0437
1990112,1994208,0.9996,0.9996,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4531,-0.0459
1994208,1998304,0.9995,0.9996,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4515,-0.0476
1998304,2000000,0.9997,0.9996,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4501,-0.0489
2000000,2004096,0.9995,0.9996,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4489,-0.0501
2004096,2008192,0.9997,0.9996,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4476,-0.0514
2008192,2012288,0.9996,0.9996,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4466,-0.0524
2012288,2016384,0.9993,0.9995,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4459,-0.0532
2016384,2020480,0.9995,0.9995,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4452,-0.0539
2020480,2024576,0.9997,0.9996,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4446,-0.0544
2024576,2028672,0.9995,0.9996,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4441,-0.0549
2028672,2032768,0.9996,0.9996,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4437,-0.0554
2032768,2036864,0.9994,0.9995,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4431,-0.0559
2036864,2040960,0.9995,0.9995,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4427,-0.0563
2040960,2045056,0.9994,0.9995,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4423,-0.0568
2045056,2049152,0.9995,0.9995,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4421,-0.057
2049152,2053248,0.9996,0.9995,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4419,-0.0572
2053248,2057344,0.9997,0.9995,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4417,-0.0573
2057344,2061440,0.9996,0.9996,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4416,-0.0575
2061440,2065536,0.9995,0.9995,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4414,-0.0577
2065536,2069632,0.9992,0.9994,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4414,-0.0577
2069632,2073728,0.9995,0.9995,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4414,-0.0577
2073728,2077824,0.9994,0.9994,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4414,-0.0577
2077824,2081920,0.9994,0.9994,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4414,-0.0576
2081920,2086016,0.9997,0.9995,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4414,-0.0577
2086016,2090112,0.9995,0.9995,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4414,-0.0577
2090112,2094208,0.9998,0.9996,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4413,-0.0578
2094208,2098304,0.9995,0.9995,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4412,-0.0579
2098304,2100000,0.9996,0.9996,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4411,-0.058
2100000,2104096,0.9997,0.9996,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4411,-0.058
2104096,2108192,0.9994,0.9996,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4411,-0.058
2108192,2112288,0.9996,0.9996,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4411,-0.058
2112288,2116384,0.9995,0.9996,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4411,-0.058
2116384,2120480,0.9996,0.9996,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4411,-0.058
2120480,2124576,0.9996,0.9996,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4412,-0.0579
2124576,2128672,0.9995,0.9996,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4412,-0.0579
2128672,2132768,0.9996,0.9996,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4412,-0.0579
2132768,2136864,0.9995,0.9995,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4413,-0.0578
2136864,2140960,0.9997,0.9996,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4457,-0.0534
2140960,2145056,1.0,0.9997,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4507,-0.0484
2145056,2149152,1.0,0.9998,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4547,-0.0444
2149152,2153248,1.0,0.9998,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4585,-0.0406
2153248,2157344,1.0,0.9999,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4612,-0.0378
2157344,2161440,1.0,0.9999,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4635,-0.0355
2161440,2165536,1.0,0.9999,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.466,-0.0331
2165536,2169632,1.0,0.9999,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.468,-0.031
2169632,2173728,1.0,1.0,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4689,-0.0301
2173728,2177824,1.0,1.0,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4701,-0.029
2177824,2181920,1.0,1.0,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4702,-0.0289
2181920,2186016,1.0,1.0,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4705,-0.0286
2186016,2190112,0.9999,1.0,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4712,-0.0279
2190112,2194208,1.0,1.0,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4719,-0.0272
2194208,2198304,1.0,1.0,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4723,-0.0267
2198304,2200000,1.0,1.0,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4724,-0.0267
2200000,2204096,0.9999,1.0,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4725,-0.0266
2204096,2208192,0.9999,0.9999,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4718,-0.0273
2208192,2212288,1.0,1.0,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4706,-0.0285
2212288,2216384,0.9998,0.9999,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.47,-0.0291
2216384,2220480,0.9999,0.9999,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4699,-0.0291
2220480,2224576,0.9999,0.9999,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4697,-0.0294
2224576,2228672,0.9998,0.9999,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4684,-0.0307
2228672,2232768,0.9999,0.9999,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4681,-0.0309
2232768,2236864,1.0,0.9999,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4685,-0.0306
2236864,2240960,0.9999,0.9999,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4679,-0.0312
2240960,2245056,1.0,0.9999,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4679,-0.0311
2245056,2249152,0.9999,0.9999,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4672,-0.0319
2249152,2253248,0.9999,0.9999,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4651,-0.034
2253248,2257344,0.9999,0.9999,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4643,-0.0348
2257344,2261440,0.9999,0.9999,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4629,-0.0362
2261440,2265536,0.9999,0.9999,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4623,-0.0368
2265536,2269632,0.9998,0.9999,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4613,-0.0378
2269632,2273728,0.9999,0.9999,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4607,-0.0384
2273728,2277824,0.9999,0.9999,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4601,-0.039
2277824,2281920,0.9999,0.9999,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4598,-0.0393
2281920,2286016,0.9999,0.9999,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4594,-0.0397
2286016,2290112,0.9998,0.9999,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4587,-0.0404
2290112,2294208,0.9998,0.9999,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4587,-0.0404
2294208,2298304,0.9997,0.9998,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.458,-0.0411
2298304,2300000,0.9999,0.9999,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4587,-0.0404
2300000,2304096,0.9999,0.9999,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4586,-0.0405
2304096,2308192,0.9999,0.9999,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4583,-0.0408
2308192,2312288,0.9998,0.9999,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4583,-0.0408
2312288,2316384,0.9999,0.9999,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4582,-0.0409
2316384,2320480,0.9998,0.9998,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4572,-0.0418
2320480,2324576,0.9999,0.9999,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4573,-0.0417
2324576,2328672,0.9999,0.9999,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4575,-0.0415
2328672,2332768,0.9998,0.9999,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4576,-0.0415
2332768,2336864,0.9998,0.9998,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4575,-0.0416
2336864,2340960,0.9999,0.9999,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4575,-0.0416
2340960,2345056,0.9999,0.9999,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4572,-0.0418
2345056,2349152,0.9998,0.9998,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4568,-0.0423
2349152,2353248,0.9999,0.9998,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.457,-0.0421
2353248,2357344,0.9998,0.9998,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4568,-0.0423
2357344,2361440,0.9999,0.9999,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.457,-0.0421
2361440,2365536,0.9998,0.9998,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.457,-0.0421
2365536,2369632,0.9998,0.9998,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4571,-0.042
2369632,2373728,0.9999,0.9998,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4571,-0.042
2373728,2377824,0.9998,0.9998,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4569,-0.0421
2377824,2381920,0.9998,0.9998,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4565,-0.0426
2381920,2386016,0.9999,0.9998,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.457,-0.0421
2386016,2390112,0.9999,0.9999,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4572,-0.0419
2390112,2394208,0.9998,0.9998,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4571,-0.042
2394208,2398304,0.9999,0.9999,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4568,-0.0423
2398304,2400000,0.9999,0.9999,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4579,-0.0412
2400000,2404096,0.9998,0.9999,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4578,-0.0412
2404096,2408192,0.9998,0.9998,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4571,-0.042
2408192,2412288,0.9999,0.9999,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4574,-0.0417
2412288,2416384,0.9999,0.9999,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4572,-0.0419
2416384,2420480,0.9999,0.9999,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4576,-0.0414
2420480,2424576,0.9998,0.9999,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4572,-0.0419
2424576,2428672,0.9999,0.9999,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4575,-0.0416
2428672,2432768,0.9999,0.9999,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4577,-0.0414
2432768,2436864,0.9999,0.9999,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4575,-0.0416
2436864,2440960,0.9998,0.9999,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.457,-0.0421
2440960,2445056,0.9998,0.9999,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4533,-0.0458
2445056,2449152,1.0,0.9999,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.456,-0.043
2449152,2453248,0.9998,0.9999,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4564,-0.0427
2453248,2457344,0.9999,0.9999,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.454,-0.0451
2457344,2461440,0.9999,0.9999,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4521,-0.047
2461440,2465536,0.9999,0.9999,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.452,-0.047
2465536,2469632,1.0,0.9999,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4482,-0.0509
2469632,2473728,1.0,0.9999,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4532,-0.0459
2473728,2477824,1.0,0.9999,1.0,0.0948,0.1988,0.1453,0.2949,0.2662,0.4566,-0.0424
